city,area,rooms,bathroom,parking spaces
Belo Horizonte,160,3,3,2
Porto Alegre,483,4,4,0
São Paulo,35,1,1,0
São Paulo,285,4,4,3
Belo Horizonte,50,2,1,1
Rio de Janeiro,77,2,2,0
São Paulo,76,2,2,1
Porto Alegre,200,2,1,0
São Paulo,300,5,4,5
Rio de Janeiro,105,3,2,1
Campinas,55,1,1,1
Porto Alegre,75,2,2,1
Campinas,276,3,4,3
Belo Horizonte,70,2,2,1
São Paulo,460,7,5,5
Rio de Janeiro,135,4,2,2
Belo Horizonte,64,2,1,1
Belo Horizonte,76,2,1,1
São Paulo,170,6,4,4
Belo Horizonte,85,2,1,1
Campinas,49,2,1,1
Rio de Janeiro,128,4,2,0
São Paulo,96,3,2,2
Rio de Janeiro,45,1,1,1
São Paulo,32,1,1,1
Porto Alegre,37,1,1,0
Belo Horizonte,335,4,4,4
Rio de Janeiro,56,2,1,1
São Paulo,330,1,3,8
Rio de Janeiro,21,1,1,0
São Paulo,300,5,5,4
Porto Alegre,373,4,4,4
São Paulo,53,2,1,1
São Paulo,156,3,3,3
Porto Alegre,80,2,1,0
São Paulo,74,2,2,2
São Paulo,103,3,2,1
Belo Horizonte,458,8,10,4
Belo Horizonte,98,2,1,0
São Paulo,40,1,1,0
São Paulo,65,1,1,0
São Paulo,70,1,1,0
Porto Alegre,55,1,1,1
São Paulo,129,3,4,3
Porto Alegre,46,1,1,1
Porto Alegre,225,4,4,2
São Paulo,215,3,1,1
São Paulo,100,3,3,2
Campinas,68,1,1,1
São Paulo,82,3,1,1
Rio de Janeiro,90,2,3,0
São Paulo,250,5,2,6
São Paulo,392,4,4,4
Rio de Janeiro,134,3,4,2
Campinas,53,2,1,1
Rio de Janeiro,165,2,2,0
São Paulo,59,2,1,1
Porto Alegre,55,1,1,1
Rio de Janeiro,80,2,2,1
Rio de Janeiro,71,2,1,1
Porto Alegre,200,3,3,2
São Paulo,47,1,1,0
São Paulo,78,1,1,2
Porto Alegre,70,2,1,0
Belo Horizonte,44,1,1,1
São Paulo,56,2,1,1
Belo Horizonte,70,3,2,2
São Paulo,150,3,3,2
Rio de Janeiro,60,1,1,0
Belo Horizonte,200,3,4,4
São Paulo,250,4,5,4
São Paulo,250,4,5,3
Porto Alegre,40,1,1,1
São Paulo,117,4,5,4
Campinas,104,3,1,0
Rio de Janeiro,120,3,1,0
Belo Horizonte,125,3,2,0
São Paulo,33,2,1,0
Rio de Janeiro,99,3,2,1
São Paulo,63,1,1,0
Rio de Janeiro,43,2,1,0
São Paulo,61,2,2,2
Rio de Janeiro,76,2,2,1
Porto Alegre,52,2,1,1
São Paulo,39,1,1,0
Porto Alegre,126,3,1,1
São Paulo,305,2,3,0
São Paulo,80,2,2,0
Rio de Janeiro,85,2,1,1
Porto Alegre,74,3,2,2
Rio de Janeiro,130,3,2,1
São Paulo,113,3,2,1
São Paulo,108,2,1,3
São Paulo,270,4,4,4
São Paulo,111,3,4,3
Rio de Janeiro,142,3,2,1
Porto Alegre,48,1,1,1
São Paulo,76,3,2,2
São Paulo,42,1,1,0
São Paulo,500,4,5,4
São Paulo,375,4,4,4
Rio de Janeiro,690,4,5,2
São Paulo,172,4,4,3
Rio de Janeiro,15,1,1,0
Rio de Janeiro,130,3,2,2
São Paulo,90,3,2,2
Campinas,68,3,2,2
São Paulo,260,4,4,4
São Paulo,87,2,3,2
São Paulo,80,2,1,0
São Paulo,20,1,1,0
São Paulo,140,2,1,2
São Paulo,45,2,1,1
Campinas,230,3,4,4
São Paulo,125,3,3,2
Rio de Janeiro,80,2,1,0
São Paulo,22,1,1,1
Campinas,280,4,3,3
São Paulo,126,3,4,3
Porto Alegre,64,3,2,1
Rio de Janeiro,70,2,1,1
São Paulo,65,2,1,0
Porto Alegre,98,3,1,0
Belo Horizonte,136,3,3,2
São Paulo,80,2,2,2
Porto Alegre,54,2,1,1
Porto Alegre,55,1,1,1
Rio de Janeiro,190,3,2,1
São Paulo,130,3,2,2
São Paulo,54,2,1,1
São Paulo,200,3,4,4
São Paulo,150,3,3,2
São Paulo,205,3,4,4
São Paulo,310,3,3,2
São Paulo,250,3,4,4
São Paulo,60,2,1,1
São Paulo,66,2,2,1
São Paulo,176,3,4,3
Porto Alegre,48,1,1,0
Rio de Janeiro,90,2,1,0
Porto Alegre,67,2,2,1
Belo Horizonte,55,2,1,1
São Paulo,50,2,2,1
Rio de Janeiro,140,3,1,1
Rio de Janeiro,18,1,1,0
Belo Horizonte,120,4,3,2
Campinas,50,1,1,0
São Paulo,220,3,4,3
São Paulo,25,1,1,1
Belo Horizonte,230,4,2,1
São Paulo,80,2,1,0
São Paulo,180,3,3,2
Rio de Janeiro,62,2,1,0
Porto Alegre,440,3,2,3
São Paulo,200,3,3,3
Porto Alegre,180,3,2,3
Porto Alegre,300,8,3,0
Belo Horizonte,360,6,2,0
Rio de Janeiro,55,2,2,0
São Paulo,400,4,6,4
São Paulo,19,1,1,0
Porto Alegre,326,4,7,4
São Paulo,240,4,4,3
Campinas,35,1,1,0
Rio de Janeiro,110,3,1,0
São Paulo,103,2,3,2
São Paulo,273,3,5,4
São Paulo,250,4,5,2
Porto Alegre,67,2,2,1
São Paulo,45,1,1,1
São Paulo,19,1,1,0
Rio de Janeiro,90,3,2,1
São Paulo,143,3,3,2
São Paulo,75,2,1,1
Rio de Janeiro,115,3,2,1
Belo Horizonte,100,3,2,2
São Paulo,63,2,2,1
Rio de Janeiro,70,2,2,1
Belo Horizonte,80,3,2,2
São Paulo,215,3,4,2
Campinas,75,3,2,1
São Paulo,35,1,1,0
São Paulo,400,3,5,4
Porto Alegre,109,4,2,3
Rio de Janeiro,75,2,2,1
São Paulo,23,1,1,0
São Paulo,172,4,3,2
São Paulo,73,2,2,1
Porto Alegre,25,1,1,0
Campinas,56,2,1,1
São Paulo,96,2,1,2
São Paulo,240,3,2,3
São Paulo,57,2,1,1
Rio de Janeiro,130,3,2,1
São Paulo,35,1,1,1
São Paulo,115,3,2,1
Porto Alegre,45,2,1,0
Rio de Janeiro,40,1,1,0
Rio de Janeiro,95,3,1,1
São Paulo,60,2,2,1
Campinas,160,4,2,2
São Paulo,315,3,4,3
Belo Horizonte,365,4,4,3
São Paulo,45,2,1,1
Rio de Janeiro,108,2,1,0
Campinas,76,3,2,2
Belo Horizonte,140,4,3,2
Belo Horizonte,30,1,1,0
Campinas,50,2,2,1
São Paulo,16,1,1,0
Porto Alegre,110,2,1,0
São Paulo,270,4,4,4
São Paulo,125,3,1,0
Campinas,46,2,1,1
São Paulo,55,2,2,1
São Paulo,82,3,2,2
Rio de Janeiro,42,1,1,0
Belo Horizonte,285,3,2,0
São Paulo,76,2,2,1
Rio de Janeiro,338,4,2,2
São Paulo,300,6,8,3
São Paulo,30,1,1,1
São Paulo,320,5,5,3
Porto Alegre,80,2,1,0
São Paulo,43,1,1,0
São Paulo,102,2,2,2
São Paulo,47,2,1,1
Rio de Janeiro,120,4,2,1
Belo Horizonte,178,3,3,3
São Paulo,27,1,1,0
Rio de Janeiro,174,4,2,1
São Paulo,40,1,1,1
São Paulo,64,1,2,1
Belo Horizonte,252,3,4,1
Porto Alegre,85,2,1,0
São Paulo,101,3,2,2
Porto Alegre,44,1,2,0
São Paulo,200,3,2,1
Belo Horizonte,55,2,2,1
São Paulo,200,4,3,3
São Paulo,240,3,3,3
Rio de Janeiro,90,3,2,1
São Paulo,31,1,1,0
Belo Horizonte,240,4,3,4
Belo Horizonte,118,4,3,3
São Paulo,350,4,5,2
São Paulo,65,3,2,1
Rio de Janeiro,145,3,2,1
São Paulo,93,3,2,2
São Paulo,98,1,2,2
São Paulo,174,3,1,2
São Paulo,160,4,4,3
São Paulo,200,4,5,3
São Paulo,80,2,2,2
São Paulo,50,2,1,1
Belo Horizonte,115,3,3,3
São Paulo,20,1,1,0
Campinas,12732,3,2,0
São Paulo,38,1,1,0
Porto Alegre,42,1,1,1
São Paulo,380,2,4,0
Belo Horizonte,70,2,1,1
São Paulo,37,1,1,1
Rio de Janeiro,31,1,1,0
São Paulo,156,2,4,2
São Paulo,100,3,3,2
Belo Horizonte,50,2,1,1
São Paulo,116,2,2,2
São Paulo,25,1,1,0
Belo Horizonte,260,4,5,0
Porto Alegre,102,2,1,0
São Paulo,160,2,3,2
Belo Horizonte,95,3,2,2
São Paulo,189,4,4,4
São Paulo,22,1,1,1
São Paulo,400,4,3,3
Belo Horizonte,280,4,4,5
Porto Alegre,45,1,1,0
São Paulo,50,2,1,1
São Paulo,61,3,2,0
Rio de Janeiro,100,2,2,1
São Paulo,78,2,2,1
Rio de Janeiro,140,3,2,1
São Paulo,220,3,4,2
Belo Horizonte,105,3,2,2
Belo Horizonte,550,3,3,5
São Paulo,250,4,6,4
Rio de Janeiro,30,1,1,0
Belo Horizonte,90,2,3,2
São Paulo,110,2,3,2
São Paulo,65,2,2,2
São Paulo,160,1,4,2
São Paulo,34,1,1,1
Porto Alegre,65,2,1,1
São Paulo,355,4,5,5
Belo Horizonte,100,2,1,0
Campinas,320,3,3,2
Rio de Janeiro,42,1,1,0
São Paulo,79,2,2,1
São Paulo,130,2,2,2
São Paulo,84,2,2,0
Campinas,300,3,3,4
São Paulo,74,2,1,1
São Paulo,450,4,4,3
Porto Alegre,27,1,1,0
São Paulo,84,3,2,2
São Paulo,93,3,3,0
Porto Alegre,58,2,2,2
Campinas,130,3,2,0
São Paulo,35,1,1,1
São Paulo,156,3,2,1
São Paulo,250,4,3,3
Belo Horizonte,109,3,2,2
Campinas,40,1,2,1
Belo Horizonte,75,3,2,1
São Paulo,100,3,3,2
São Paulo,60,2,1,1
Campinas,110,3,3,2
Belo Horizonte,63,3,1,1
São Paulo,550,3,5,8
São Paulo,112,3,2,2
São Paulo,115,3,2,1
Belo Horizonte,65,2,1,1
Belo Horizonte,65,3,2,2
Rio de Janeiro,200,4,2,1
Rio de Janeiro,46,2,1,1
São Paulo,320,4,5,4
Rio de Janeiro,140,3,2,0
Porto Alegre,87,3,3,2
Belo Horizonte,78,1,1,1
São Paulo,25,1,1,0
São Paulo,50,2,2,1
Rio de Janeiro,40,1,1,0
Rio de Janeiro,30,1,1,1
Belo Horizonte,65,3,1,1
Porto Alegre,181,3,3,2
Belo Horizonte,503,5,5,4
São Paulo,50,1,1,0
Rio de Janeiro,180,3,3,1
São Paulo,180,3,3,2
Porto Alegre,75,2,1,0
Belo Horizonte,70,3,2,1
Porto Alegre,40,1,1,0
São Paulo,100,3,2,1
São Paulo,22,1,1,1
São Paulo,50,2,2,1
São Paulo,90,3,1,2
Belo Horizonte,150,3,3,2
São Paulo,20,1,1,0
São Paulo,120,2,1,1
Rio de Janeiro,50,2,2,1
Rio de Janeiro,93,2,2,1
São Paulo,18,1,1,0
Porto Alegre,30,1,1,0
São Paulo,80,2,1,1
Porto Alegre,46,1,1,1
Rio de Janeiro,90,2,2,0
Rio de Janeiro,75,2,2,0
Belo Horizonte,136,4,3,3
Campinas,30,1,1,0
Rio de Janeiro,58,2,2,1
São Paulo,95,2,2,0
Porto Alegre,39,1,1,0
Belo Horizonte,170,4,3,3
Campinas,59,2,1,1
Belo Horizonte,46,1,1,1
São Paulo,124,3,1,0
Rio de Janeiro,160,4,3,2
Belo Horizonte,85,3,1,1
Rio de Janeiro,80,2,1,1
Campinas,50,1,1,1
São Paulo,110,3,3,3
Belo Horizonte,62,2,1,1
São Paulo,500,4,6,6
São Paulo,230,3,4,2
Belo Horizonte,115,3,3,1
Belo Horizonte,285,4,4,2
São Paulo,89,3,3,2
São Paulo,49,2,1,1
Belo Horizonte,500,4,6,4
São Paulo,35,1,1,1
Porto Alegre,58,2,1,1
Campinas,300,4,5,2
Porto Alegre,58,1,1,0
São Paulo,800,5,7,6
São Paulo,60,2,1,1
São Paulo,200,4,4,2
Campinas,420,4,5,4
Campinas,165,3,2,0
Belo Horizonte,260,4,3,4
São Paulo,55,2,1,0
Rio de Janeiro,55,1,1,0
São Paulo,47,2,1,0
São Paulo,38,1,1,0
Rio de Janeiro,60,2,1,0
Belo Horizonte,90,3,2,1
Belo Horizonte,70,2,1,2
Rio de Janeiro,41,1,1,1
São Paulo,35,1,1,1
São Paulo,70,2,1,1
Campinas,43,1,1,1
Rio de Janeiro,80,1,1,0
Belo Horizonte,251,3,3,4
São Paulo,185,4,5,4
São Paulo,520,3,4,2
São Paulo,30,1,1,0
São Paulo,387,3,5,3
Rio de Janeiro,65,2,2,1
São Paulo,155,3,3,2
Porto Alegre,90,2,1,0
Porto Alegre,61,2,1,2
São Paulo,60,2,1,0
São Paulo,250,4,4,4
Belo Horizonte,57,2,1,1
São Paulo,36,1,1,1
Campinas,231,3,5,4
São Paulo,67,3,1,1
São Paulo,120,1,2,2
São Paulo,215,3,4,2
Campinas,100,4,3,1
Rio de Janeiro,50,2,1,1
Porto Alegre,40,1,1,1
São Paulo,20,1,1,0
São Paulo,96,2,2,2
Porto Alegre,42,1,1,0
Porto Alegre,37,1,1,0
Porto Alegre,110,2,2,1
São Paulo,25,1,1,0
São Paulo,96,2,2,2
São Paulo,98,3,2,0
São Paulo,70,2,1,0
Rio de Janeiro,127,1,2,1
São Paulo,138,3,3,2
Rio de Janeiro,79,2,2,1
São Paulo,45,1,1,0
São Paulo,35,1,1,0
São Paulo,180,3,4,3
Campinas,220,3,5,3
Porto Alegre,72,2,2,2
Rio de Janeiro,150,3,3,0
São Paulo,40,1,1,1
São Paulo,45,2,1,1
Belo Horizonte,100,3,3,1
São Paulo,140,3,2,2
Porto Alegre,313,3,3,4
São Paulo,25,1,1,0
Rio de Janeiro,300,5,4,5
Porto Alegre,28,1,1,0
São Paulo,249,4,4,3
Porto Alegre,112,4,2,1
Porto Alegre,50,2,1,1
São Paulo,80,2,2,2
Belo Horizonte,117,2,1,0
Porto Alegre,85,2,2,1
São Paulo,45,1,1,0
São Paulo,76,3,2,2
Rio de Janeiro,30,1,1,0
Porto Alegre,20,1,1,1
São Paulo,250,2,2,8
São Paulo,60,2,2,1
Porto Alegre,65,2,2,1
Campinas,55,1,1,1
São Paulo,150,2,1,2
São Paulo,55,2,1,1
São Paulo,40,1,1,0
Rio de Janeiro,27,1,1,0
Porto Alegre,99,3,3,1
Rio de Janeiro,100,3,2,1
São Paulo,425,3,4,4
São Paulo,44,2,1,1
São Paulo,76,1,1,1
São Paulo,100,3,2,1
Belo Horizonte,380,4,5,4
São Paulo,292,4,3,3
São Paulo,350,5,3,6
São Paulo,420,4,5,0
Rio de Janeiro,100,2,1,1
Belo Horizonte,80,2,1,0
Porto Alegre,61,2,1,1
Campinas,48,2,1,0
Campinas,100,3,2,8
São Paulo,50,2,1,1
São Paulo,141,4,3,1
São Paulo,25,1,1,0
São Paulo,60,1,1,0
Porto Alegre,75,2,1,0
São Paulo,45,2,1,1
Porto Alegre,74,2,2,0
São Paulo,38,1,1,0
Porto Alegre,47,1,1,1
São Paulo,63,2,3,1
Porto Alegre,33,1,1,0
São Paulo,40,1,1,0
Belo Horizonte,180,3,3,2
São Paulo,56,2,2,1
São Paulo,250,4,2,8
Belo Horizonte,400,4,3,3
Belo Horizonte,120,4,3,2
Rio de Janeiro,200,4,3,1
São Paulo,200,3,3,2
São Paulo,63,2,2,1
São Paulo,54,1,1,1
São Paulo,80,3,2,3
Rio de Janeiro,110,3,1,1
São Paulo,88,2,3,2
Belo Horizonte,90,3,2,1
São Paulo,291,4,3,2
Porto Alegre,48,2,1,1
Campinas,70,2,1,2
São Paulo,193,4,4,4
São Paulo,170,4,4,3
São Paulo,30,1,1,0
São Paulo,86,1,2,1
Campinas,50,1,1,1
Rio de Janeiro,40,1,1,0
São Paulo,72,2,2,1
São Paulo,47,1,1,0
Rio de Janeiro,60,2,1,1
Rio de Janeiro,55,1,1,0
Belo Horizonte,462,4,6,0
Belo Horizonte,280,4,4,3
São Paulo,230,6,4,8
Belo Horizonte,100,3,2,3
São Paulo,69,2,1,1
São Paulo,50,2,1,1
São Paulo,71,3,2,2
São Paulo,163,3,4,3
Rio de Janeiro,450,4,5,3
Porto Alegre,29,1,1,0
Rio de Janeiro,70,2,2,0
São Paulo,40,1,1,0
Porto Alegre,22,1,1,0
São Paulo,299,4,5,4
São Paulo,73,3,2,2
São Paulo,440,6,7,0
São Paulo,330,4,5,5
Porto Alegre,600,3,4,4
Rio de Janeiro,195,3,3,0
São Paulo,62,3,2,1
São Paulo,230,3,6,5
São Paulo,64,2,1,1
Campinas,60,2,1,1
Rio de Janeiro,76,2,2,2
São Paulo,230,3,3,1
São Paulo,200,2,2,1
Rio de Janeiro,25,1,1,0
São Paulo,90,2,1,1
Belo Horizonte,100,3,3,2
São Paulo,382,4,4,4
São Paulo,68,3,1,1
Belo Horizonte,120,4,2,0
São Paulo,85,2,1,1
São Paulo,108,3,2,2
Rio de Janeiro,100,3,2,0
São Paulo,42,1,1,0
Porto Alegre,336,3,4,3
Belo Horizonte,200,4,3,2
Belo Horizonte,50,2,1,0
São Paulo,30,1,1,0
São Paulo,35,1,1,1
Rio de Janeiro,100,2,2,0
São Paulo,112,1,2,2
São Paulo,40,1,1,1
São Paulo,58,2,1,1
São Paulo,250,3,4,4
Porto Alegre,62,2,1,0
São Paulo,65,2,2,0
Belo Horizonte,120,4,3,2
São Paulo,22,1,1,0
Rio de Janeiro,35,1,1,0
São Paulo,102,3,2,1
São Paulo,500,4,5,6
São Paulo,20,1,1,0
São Paulo,79,3,2,2
São Paulo,23,1,1,0
São Paulo,360,3,5,3
Campinas,470,4,4,0
Rio de Janeiro,70,2,1,1
São Paulo,450,5,5,6
São Paulo,73,1,2,2
São Paulo,204,4,5,3
São Paulo,400,9,4,4
Belo Horizonte,115,2,2,1
São Paulo,111,3,4,2
Campinas,120,4,3,8
São Paulo,65,2,2,1
São Paulo,39,1,1,1
Porto Alegre,70,2,1,0
São Paulo,35,1,1,0
São Paulo,60,2,3,2
Campinas,50,2,1,1
São Paulo,221,3,5,4
São Paulo,130,2,2,1
São Paulo,310,4,3,3
São Paulo,33,1,1,0
Belo Horizonte,45,1,1,0
Campinas,45,1,1,1
São Paulo,105,2,1,2
Belo Horizonte,280,4,2,3
São Paulo,50,1,1,1
Rio de Janeiro,30,1,1,0
São Paulo,50,2,1,1
Porto Alegre,70,2,1,1
Belo Horizonte,30,1,1,0
São Paulo,132,4,4,3
Rio de Janeiro,250,2,3,2
São Paulo,147,4,2,2
Belo Horizonte,159,3,3,3
São Paulo,230,3,3,4
Campinas,75,3,2,2
Rio de Janeiro,250,7,3,0
São Paulo,620,4,5,5
São Paulo,118,3,2,4
Porto Alegre,440,3,3,3
Porto Alegre,55,2,1,0
São Paulo,482,4,4,4
São Paulo,550,5,6,0
São Paulo,55,2,1,1
Rio de Janeiro,140,4,2,1
Rio de Janeiro,28,1,1,0
Porto Alegre,103,3,1,3
São Paulo,53,2,1,1
São Paulo,300,4,7,4
São Paulo,190,4,4,3
São Paulo,99,2,1,1
São Paulo,84,3,2,2
São Paulo,161,4,3,3
São Paulo,53,2,1,1
Rio de Janeiro,16,1,1,0
São Paulo,36,1,1,1
Rio de Janeiro,50,1,1,1
Porto Alegre,70,3,1,1
São Paulo,105,3,2,2
São Paulo,30,1,1,0
São Paulo,216,4,4,3
Belo Horizonte,50,3,1,1
São Paulo,250,3,4,2
São Paulo,230,3,3,2
São Paulo,157,3,2,0
Porto Alegre,150,3,3,0
São Paulo,110,3,2,0
São Paulo,193,4,3,3
São Paulo,114,2,2,2
Porto Alegre,92,2,2,1
São Paulo,75,3,3,0
São Paulo,270,2,2,3
Campinas,80,2,2,1
Porto Alegre,90,4,2,1
Rio de Janeiro,130,3,3,1
São Paulo,40,1,1,0
São Paulo,60,2,2,1
Porto Alegre,64,1,1,1
Rio de Janeiro,80,2,1,1
São Paulo,45,1,1,1
São Paulo,60,2,2,1
São Paulo,277,3,2,1
São Paulo,57,1,1,0
São Paulo,23,1,1,1
São Paulo,73,3,2,2
São Paulo,36,1,1,0
Belo Horizonte,88,2,3,2
São Paulo,197,4,3,1
Belo Horizonte,175,3,2,2
São Paulo,400,4,4,4
São Paulo,260,3,4,3
Rio de Janeiro,80,2,1,0
São Paulo,190,3,3,4
Rio de Janeiro,65,1,1,0
São Paulo,50,1,1,0
São Paulo,136,3,3,2
São Paulo,96,3,3,2
Belo Horizonte,155,4,1,2
São Paulo,384,5,5,3
Rio de Janeiro,144,3,2,0
São Paulo,135,3,3,2
São Paulo,25,1,1,0
Rio de Janeiro,55,2,1,0
São Paulo,250,3,3,2
São Paulo,66,2,1,1
Belo Horizonte,240,4,4,6
São Paulo,176,4,5,0
Rio de Janeiro,88,3,2,1
Rio de Janeiro,70,2,1,1
São Paulo,127,2,2,3
São Paulo,201,3,5,3
Campinas,60,2,1,1
São Paulo,42,1,1,1
Porto Alegre,65,2,1,1
Belo Horizonte,20,1,1,1
Rio de Janeiro,118,3,2,0
São Paulo,98,3,5,1
São Paulo,505,3,5,0
Rio de Janeiro,110,3,1,2
Porto Alegre,75,2,2,1
São Paulo,50,1,1,0
Porto Alegre,93,2,1,0
São Paulo,230,4,6,4
Belo Horizonte,300,4,3,3
Belo Horizonte,80,3,2,2
São Paulo,144,4,4,4
São Paulo,299,3,3,3
São Paulo,168,4,3,3
Rio de Janeiro,120,3,2,0
São Paulo,135,3,2,1
Rio de Janeiro,39,1,1,0
São Paulo,211,2,2,2
Porto Alegre,160,2,3,2
São Paulo,60,2,1,1
Campinas,45,1,1,1
São Paulo,120,3,3,2
Campinas,136,4,5,3
São Paulo,140,2,2,2
São Paulo,380,4,5,4
São Paulo,62,2,1,1
São Paulo,35,1,1,1
São Paulo,100,4,3,0
Campinas,60,1,1,1
Rio de Janeiro,95,2,1,0
São Paulo,25,1,1,0
Belo Horizonte,255,3,2,4
Campinas,180,3,3,3
São Paulo,59,2,1,1
São Paulo,420,3,3,4
São Paulo,125,3,3,3
São Paulo,80,2,1,0
Campinas,37,1,1,0
São Paulo,110,3,3,2
São Paulo,150,4,2,2
Rio de Janeiro,31,1,1,0
Belo Horizonte,100,3,2,1
São Paulo,100,2,2,0
Rio de Janeiro,56,2,2,0
Belo Horizonte,75,3,1,1
São Paulo,166,2,1,5
Porto Alegre,129,3,3,0
São Paulo,80,3,1,0
São Paulo,204,3,2,2
São Paulo,303,3,3,4
São Paulo,221,4,4,4
Porto Alegre,75,3,1,0
Campinas,44,1,1,0
São Paulo,50,2,1,1
São Paulo,95,3,3,2
Porto Alegre,75,2,1,0
São Paulo,48,1,1,1
Belo Horizonte,114,3,2,2
Campinas,75,2,2,2
São Paulo,220,3,3,2
São Paulo,100,4,3,2
Rio de Janeiro,380,3,4,3
Rio de Janeiro,50,1,1,0
Belo Horizonte,50,2,1,0
Rio de Janeiro,80,2,1,1
Belo Horizonte,45,1,1,1
São Paulo,250,3,3,2
São Paulo,44,1,1,1
São Paulo,50,2,1,1
São Paulo,156,3,4,2
São Paulo,42,1,1,1
Campinas,570,4,6,5
Campinas,67,2,1,0
São Paulo,264,4,4,6
São Paulo,350,3,4,4
São Paulo,54,2,2,1
Rio de Janeiro,400,2,2,1
Belo Horizonte,420,4,3,8
Belo Horizonte,50,1,1,0
São Paulo,93,2,1,1
São Paulo,350,4,4,2
São Paulo,135,3,3,2
São Paulo,32,1,1,0
Rio de Janeiro,52,1,1,1
São Paulo,250,3,4,2
São Paulo,60,1,2,2
Campinas,109,3,1,1
São Paulo,200,3,3,1
São Paulo,38,1,1,1
Porto Alegre,30,1,1,1
São Paulo,215,3,4,4
São Paulo,340,4,6,4
Rio de Janeiro,30,1,1,0
São Paulo,850,4,4,8
São Paulo,90,3,2,1
São Paulo,180,3,4,4
Rio de Janeiro,60,1,1,1
São Paulo,50,2,1,1
São Paulo,280,3,3,2
São Paulo,48,1,1,1
São Paulo,42,1,1,0
Campinas,210,3,3,0
Campinas,70,2,2,1
Belo Horizonte,100,3,2,0
São Paulo,520,4,6,4
São Paulo,253,3,3,4
Belo Horizonte,60,1,1,0
São Paulo,210,3,2,3
São Paulo,66,2,1,1
São Paulo,190,3,3,4
São Paulo,17,1,1,0
Rio de Janeiro,157,3,2,1
Belo Horizonte,40,1,1,2
Belo Horizonte,100,3,2,2
Campinas,238,4,5,4
Belo Horizonte,102,3,2,2
Campinas,188,2,3,8
São Paulo,50,1,1,0
São Paulo,250,3,3,2
Rio de Janeiro,139,2,2,1
Porto Alegre,125,3,2,2
São Paulo,40,1,1,0
São Paulo,65,2,2,1
Campinas,68,3,2,2
São Paulo,85,2,1,0
São Paulo,200,2,5,2
Rio de Janeiro,94,3,1,1
Porto Alegre,38,1,1,1
Campinas,105,3,2,2
Porto Alegre,67,1,1,0
São Paulo,104,3,3,2
São Paulo,50,2,1,1
Rio de Janeiro,145,3,3,0
São Paulo,225,3,2,2
São Paulo,20,1,1,0
São Paulo,170,4,5,3
São Paulo,30,1,1,1
Belo Horizonte,75,3,1,1
Campinas,75,2,2,1
São Paulo,250,4,4,3
São Paulo,120,3,2,0
Rio de Janeiro,45,1,1,0
Rio de Janeiro,225,4,4,3
São Paulo,245,4,5,4
Porto Alegre,50,1,1,0
São Paulo,350,3,4,2
Rio de Janeiro,117,3,4,1
Belo Horizonte,80,1,2,0
São Paulo,340,3,4,5
São Paulo,60,2,1,0
São Paulo,250,3,2,8
São Paulo,45,1,1,0
São Paulo,57,2,1,1
São Paulo,30,1,1,1
Campinas,70,2,2,1
São Paulo,55,2,2,1
São Paulo,35,1,1,0
São Paulo,75,3,2,2
São Paulo,156,3,3,5
Belo Horizonte,90,2,1,1
Rio de Janeiro,90,3,2,2
Rio de Janeiro,200,3,2,2
São Paulo,86,2,1,1
São Paulo,60,1,1,1
Porto Alegre,50,1,1,0
São Paulo,108,3,2,2
São Paulo,48,1,1,1
São Paulo,100,3,2,1
Campinas,48,1,1,0
Porto Alegre,67,2,1,1
Rio de Janeiro,120,3,3,0
São Paulo,250,4,4,3
São Paulo,49,1,1,1
São Paulo,140,1,2,2
São Paulo,105,2,1,2
Porto Alegre,60,2,1,1
São Paulo,300,4,2,4
São Paulo,93,2,2,1
São Paulo,72,2,2,1
Campinas,60,2,1,1
São Paulo,250,3,4,4
Rio de Janeiro,160,4,3,1
São Paulo,104,2,2,1
Porto Alegre,66,2,1,1
Belo Horizonte,148,2,3,3
São Paulo,1000,4,2,8
Campinas,120,4,2,1
Porto Alegre,100,3,3,1
Rio de Janeiro,114,2,2,1
São Paulo,153,3,4,3
São Paulo,164,3,4,2
São Paulo,65,2,2,1
Campinas,270,4,5,0
São Paulo,225,4,6,4
Rio de Janeiro,124,4,2,1
São Paulo,68,3,1,2
São Paulo,96,3,3,2
São Paulo,210,4,4,3
São Paulo,750,4,5,6
São Paulo,70,2,2,2
Rio de Janeiro,15,1,1,0
São Paulo,33,1,1,1
Belo Horizonte,311,4,3,3
São Paulo,160,3,2,1
São Paulo,158,3,3,2
Campinas,62,2,1,1
Belo Horizonte,105,3,2,1
São Paulo,250,3,4,2
Porto Alegre,47,1,1,1
São Paulo,90,3,2,0
São Paulo,295,4,4,4
São Paulo,133,4,3,0
São Paulo,220,5,5,4
São Paulo,70,2,1,1
Belo Horizonte,101,3,2,2
Belo Horizonte,320,3,2,5
Belo Horizonte,802,6,6,8
Rio de Janeiro,28,1,1,0
Porto Alegre,35,1,1,0
São Paulo,115,3,1,2
Rio de Janeiro,70,2,2,1
Rio de Janeiro,157,3,3,2
São Paulo,40,1,1,0
Rio de Janeiro,205,2,2,0
Belo Horizonte,75,3,2,1
São Paulo,126,3,2,2
São Paulo,19,1,1,0
São Paulo,130,3,2,2
São Paulo,360,5,4,0
São Paulo,102,2,1,0
São Paulo,290,3,3,1
São Paulo,47,2,1,1
São Paulo,130,2,1,1
Porto Alegre,75,3,2,1
Rio de Janeiro,84,2,1,0
